text,label
[思考]没有被分开卖[抠鼻]我还跟老婆说了呢,0
肤色不一样 可是她真的很漂亮啊[泣不成声][吻],0
非洲很大，国家很多，生活好不好，主要看嫁到哪个国家,1
只要不谈彩礼，大家都能接受，,1
山东女人就是不一样[捂脸],1
赶紧走，别拿你们的产品再霍霍下一代，我们需要纯正的中国人的血统,1
100个能有一个这样的吗,1
千万别给留下黑孩子，还给上个汉族的户口！都打包带走吧，谢谢了[抱拳],1
真是个心灵手巧的妈妈,0
只要不待在中国那我没什么意见,1
真穷[吐血]，图啥？,1
在非洲应该没有公婆 不用彩礼嫁妆吧[大笑],1
不是说好的生是大卫的人，死是大卫的鬼吗？,1
别把你们后代留在中国，应该和你老公，去他那个国家，谢谢,1
"中国男人有家庭观念，传宗接代观念，责任感。
但是黑子那边之前还是部落制度吧[捂脸]",1
你晒黑了,1
真幸福啊[看],0
这姑娘真漂亮，五官好精致,0
噁心,1
个别而已！不要骗人了！,1
嘴唇都被人打肿了,1
嫁哪里个人自由，只要不留在中国就可以了,1
那男的家庭条件那么差怎么有钱出国去读书的？,0
    哈哈哈哈哈哈最后那个好搞笑,0
1年以后,0
哈哈哈，该不该你就说,0
愤怒个屁自己选的活该,1
你要变第二个陈怡？,1
去看看陈怡，崇洋媚外,1
又一个陈怡出现了！活该活该,1
你情我愿，挺好！,0
该！活该！自作孽不可活！,1
归根结底还是贪财,1
有没注意看门栓[捂脸],1
真爱,0
200磅？90？？？？,1
          秘书们，帮我查查这个剧在哪个平台能看,0
友情提示，山东女人不要碰，会得艾滋病。生命只有一次，请自爱！,1
自己选的，谁也别怨。,1
恕我接受不了，乌漆嘛黑的老公[捂脸]（勿喷[调皮]）真是感觉还是咱们中国人长得好看，比如我男朋友[呲牙],1
支持去非洲，别带回来就行,1
哪比不上，搞不清楚,1
大街上都站不住了？,1
这极[捂脸],1
你好，二代白给妹,1
混血了,1
牛大粪还高黑帅[捂脸][捂脸][捂脸][捂脸],1
骨子里的基因是调查报告所不能的！,1
不理解,1
你不开放吗？,1
祝福你快去吧,1
他用白皮肤伪装骗你了？,1
爽歪歪[大笑],1
嘴巴都干歪了[捂脸],1
去吧  [泪奔] 不洗手真的可以接受吗[泪奔],1
这种女人他就该受,1
光宗耀祖[呲牙],1
美国电影明星  有你说的那么胖的？,0
光宗耀祖哦，第一名哦,1
请查一查是否为间谍,1
稀有的例子，多半嫁非洲结局都不好,1
吥,1
你爸爸几个老婆？,1
我要去收购一批机器,0
比例又对呀,0
活该！自己作死,1
活该，活该。,1
 跟你小舅那个有什么区别,0
[赞]遇良人,0
黄种人不能和白种人混血，否则，下代的下代将是病理状态,1
已经劏缸了！[捂脸][捂脸],1
 还好我是家宝女[调皮],0
  励志成为炸鸡店主  [闭嘴],0
看到这视频心里爽歪歪[捂脸]，早知如此何必当初[捂脸],1
恶心死了[捂脸][捂脸][捂脸][捂脸],1
这些主播带节奏  看看悲惨的多还是这种多,1
既然说了 死是人家的鬼  何必还要回家,1
你想传播什么思想？,1
[看]过得这么好就好好过,0
生五个想想都怕[捂脸][捂脸][捂脸],1
看来中国的一部分女人还是不适合中国男人的！而是不配！,1
鞋太大了，别人不能穿[捂脸][捂脸][捂脸],1
想起了缅北娇贵的小公主。[泪奔][泪奔],1
还好意思出来抛头露面，,1
没事，不在中国怎么样都行[看][感谢],1
哈哈  活该！,1
出去玩的咋样[绝望的凝视],1
有爱情！有抚摸！有锻炼身体！知足吧！继续你们的幸福！祝福你们快乐每一天！,1
老外高兴坏了[捂脸],1
为什么崇洋媚外！虚荣心嘛还是怎样，,1
不正常吗？,1
真棒��,0
不是吗[看],0
老同学 你的便秘好了没,1
人家起码不会便秘，有什么错,1
美国:鄙视我 理解我 成为我[绿帽子][绿帽子],1
怕得病,1
看不得这，呸,1
这样的人值得报道吗？,1
得了吧 别吹了,1
那个说嫁到非洲的男的，是不是 “非洲十年”啊,1
丢人现眼的玩意儿,1
因为白人不喜欢你，黑人忒喜欢你这样的妞[鼓掌][一起加油][玫瑰],1
只要别留在中国，我真的甚至可以随个份子。,1
好事啊  嫁去非洲,1
像是广西的特点……相貌,0
哈哈，只要去非洲就行，别踏马在中国碍眼,1
舒坦,0
爱的就是这个力道！,0
这女的该死[抠鼻],1
请尊重别人自由，多关注关注民生，这些就是别人自己的选择[送心],0
人家不会问掉河里你会先救谁？聪明的女人[赞],1
小黑！,1
唯一一家小康生活的非洲人 其他都是露宿,1
名来的东西总比祖宗留下的好吗？比喻文化，观念，品德！,1
中国女性可不害羞，不信你去夜店逛一圈,1
别回来就好了[感谢],1
我为何要在下水道里找水喝,1
不[我想静静],1
但是我觉得你很大啊,1
打的好[赞][赞][赞][赞],1
要命了哦嫁个老黑[呲牙][呲牙][呲牙][呲牙][呲牙],1
我只想说一句，活该,1
许愿的寺庙去 别在抖音上许愿,1
你喜欢中国男人还是非洲男人[呲牙],0
妈的，别回中国,1
不管是娶还是嫁都建议去他家乡搞建设,1
去了广西 是不是我们学校[泪奔]哈哈 我们学校就很多阿黑哥,1
说白了她就是贪财,1
萝卜白菜各有所爱,1
有一种天坑叫无底洞,1
爽吗[偷笑],1
卧槽，中国本来女的就少，又多了个光棍,1
很健康，携带者。这方面要加强教育阿。,1
非洲是一夫多妻,1
怎么认识的？,0
真好真羡慕的爱情,0
虚弱到了一定程度，也能叫文化,1
我从小就知道非洲人穷，还会家暴，即使再爱也不能嫁呀,1
有多远走多远，永远不要让国人看到你,1
她好幸福知足的样子，祝他们幸福,0
我擦嘞，我也觉得特好，看你长的就知道到时候生的很壮实，到时候能不能留两条给我耕田[呲牙][呲牙],1
身材这么好,0
欧美澳洲留学回来的女生。回来相亲是扣分项,1
 好美啊她,0
天,0
关我什么事？,1
蠢女人,1
她好漂亮啊[抱抱你][送心],0
不值得同情也不值得可怜,1
报废的车辆，年检不过,1
活该，再次证明无知的自作聪明自以为是多么的愚蠢。,1
放毒,1
自己找的！脚上的泡自己走的,1
很漂亮啊[泪奔],0
老古话嫁鸡随鸡,1
我是不是特别冷血，看了除了开心没别的情绪，一点也不同情[呲牙],1
哈哈哈哈哈哈哈哈哈哈哈,0
无聊 为自己的行为买单吧……,1
[笑哭][笑哭][笑哭][吐][吐][吐],1
回他们国家去,1
非洲人就是这样的，今天发了工资明天就不上班，钱用完了再去上班的，特别特别懒，传统习惯,1
我必须做点什么了,0
我妈跟我说，如果找不到国内的，娶个非洲的也可以[流泪],0
吐血,1
一处水源供全球,0
要是这样的话外国明星怎么不胖而且也这么多人喜欢,0
红毛白面/黄毛白面（白种人）， 黑卷毛黑面（黑人），黑毛白面人（黄种人）[看],1
呸呸！,1
不错啦，还能回的了国,1
再中和几代肤色就一样了[呲牙],1
这样的人不值得可怜，活该,1
都进化和它老公一个色了,1
也许人家提前婚检了[发呆],1
要不是我看过美国片  我就信了,0
[赞][赞][赞]前途无量！,0
别回来了 别带病毒回来[撇嘴],1
虽说在非洲算是土豪了，但项多相当于中国的农村！,1
爱他，就随他回去[吐][吐][吐][吐],1
我支持这位小姐的爱情，但还是那句话，不回来，孩子不是中国国籍，不在中国就好,1
家里人搞笑了，倒贴了做梦都会笑,1
怎么都是嘴唇再犯呢？,1
为什么要接受？为什么？你能给我一个理由吗？,1
拉黑 下一个,1
丢人啊，黑白配，看不下去了,1
看到结局我就放心了[抠鼻],1
污染太大了[呲牙]任何人都怕,1
洗白了[害羞],1
别回，黑黑爱你[捂脸],1
美女很中国，她妈妈基因好强大,0
究竟多大的脸才能说出还不要彩礼 只要有车有房就行,1
 [暗中观察][暗中观察][暗中观察],0
你爸看见了 我怕直接抽七匹狼[看],1
管他那么多，你去啊，你去啊，你去告诉他，你去呀,0
个别而已,1
应该的[尬笑],0
不仅漂亮，还有中国女性娇羞的神情[送心],0
有眼光选择了黑人，香港高管不做宁做非洲主妇。[捂脸],1
出去了就千万别回来了,1
谁会不喜欢玉壶呢？,1
等着挨揍就好了,1
改肤色了[捂脸][捂脸][捂脸],1
跟他回家吧，请不要再回来了[吐][吐][吐],1
别修她爸了！滚蛋！,1
长这样去非洲咱也不能说啥吧,1
这坑挖的有点大。,1
滚岀中囯吧，难道你脸面吗,1
缘分就是自己说服自己的一个说辞而已！说白了就是一个有需要一个想给予！,1
廖主任：此生无悔入华夏,1
别污染华夏血统,1
希望不要再见到你，你走吧,1
这不是唐山烧烤吗？,1
玩了,1
一句活该不知道在座的同意么,1
什么安全感，不跟他，你就会被咋滴，我去，你是什么人呐，一个字，滚�,1
换个白人你再试试,1
炫耀你够渣,1
不懂南北战争，不作感想,0
呃[绝望的凝视]看你长的这么漂亮我觉得还是不要嫁非洲了吧,1
都是抖音美颜惹的祸 [捂脸],1
这种不需要同情的！,1
  名不虚传,1
未婚妻….不爱但有孩子…..这都是之前的事情了….族长放下偏见…..,1
  勿扰）,0
在中国生的给娃国家给上户口么，[捂脸],1
有一瞬间很像杨颖啊，挺漂亮的,0
视频不是1:10[看],0
 讲解下这个奇葩剧[捂脸],1
哈哈哈哈，活该被打[看]，自己作孽，没人救得了你[看],1
有车有房即可[看],1
我看到评论区很多恶意 希望你不要管他们 自己舒服就好了[送心][泣不成声],1
自己酿的苦酒自己喝,1
这个女人怎么想？[捂脸][捂脸][捂脸],1
图一时新鲜和刺激，最后会付出沉重的代价，特别是染上爱知病，害人又害己。,1
我可以证明她说的没错,0
看到大家都在喷我就放心了[泣不成声],1
黑人也敢相信？,1
兄弟们不喷这个，人家在国外住着,1
万一人家是物业的咋办？万一是上门调查取证的协警它二舅咋办？咱们可不能学这套,1
这样的女孩就应该受苦，为自己的任性买单，世上没有卖后悔药的[捂脸][捂脸],1
看看评论区这酸的,1
这是酋长家了啊[抠鼻],1
那就做他的鬼吧 别回来嚯嚯国内男人了[思考],1
打一辈子光棍都不娶这种人,1
这样的人不可怜她。,1
我就想知道彩礼多少,1
感觉网络与大众脱离,0
低价,1
 该哭啦,1
是不是摩尔人？,0
[呲牙]这要是皮肤雪白，偶像剧都能拍了,0
[舔屏]老实人必须百八十万彩礼才能接这二手大盘！,1
 这不过得蛮好么[调皮],0
最后一个就不要喷了，那个黑人是国内第一个中医外籍博士后，做了中医后还是做了很多好事的,1
这样一搞，又有很多女人想嫁到非洲了,1
亚州马桶,1
那说到底，你挨过外国的没有？,1
那个黑棒子很喜欢。,1
不值得同情[赞],1
知道在非洲，我们就放心了！,1
这不是中国人吧,1
看不出哪里被骗,1
我有个朋友说她是：乃求货！[听歌][听歌][听歌],1
她就是这个命,1
后悔一辈子,1
是吃了一碗螺蛳粉认识的吗？,0
鄙视[擦汗],1
取关，不要浪费流量[发怒],1
活该！不值得同情！,1
 恶心,1
活该，没人同情,1
   笑死了 什么剧啊,1
都这么下了，谁会接盘？？,1
滚远,1
那句话咋说的 还得是枪杆子,1
听她朋友的话，才是真的,0
在中国饿坏了！去国外胖了！就不要回了,1
[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌]真爱,0
就不应该开门[捂脸],1
太显眼了，赶紧带她去非洲啊,1
你说的是真话吗？你好漂亮我喜欢你，我们可以私聊吗？,0
别恶心我了,1
倒贴都没人要吧。,1
小美人鱼是这种颜值我就去电影院给迪士尼捧场！[偷笑][偷笑]！,0
还有脸说[捂脸][捂脸][捂脸][捂脸]另后悔,1
滚出中国！[图片表情],1
千万别来中国[感谢],1
只听说广州多，怎么湖南也多了吗？,1
别人以黑为美,1
不是黑色人种和任何人种生的孩子都是黑色皮肤的吗？,1
真她妈   不想说了,1
会被沦为生育机器吧？,1
这个可以算是黑珍珠了，不错[赞],1
关键是型号，对不上呀[捂脸][捂脸],1
就得打就得揍你，知道你打的越狠，我越开心，懂吗？,1
不做评论！,0
之前是这样的：现在是这样8了,1
[吐彩虹][吐彩虹],0
是挺好的，但是这五个孩子生的时候也要命啊[捂脸],1
      好漂亮,0
天天吃饭的人，有时候也想吃面[捂脸],1
顶心顶肺[捂脸][捂脸][捂脸],1
有些人为达目的 啥是都干的出来,1
去吧去吧。祝福你们。,0
呸，活该,1
国外法律规定，私闯民宅，行凶的打死不负责的,1
我刀呢，我要把导演杀了！,1
能处,0
所以说非洲人穷是有原因，那些很穷的非洲人，有节目组帮忙后就是坐着吃，吃完了又是原来的样子,1
管我们男的屁事,1
好漂亮哦。好高级吖[呲牙]！真美。值得值得[呲牙],0
给他介绍给博主,0
最噁心的就是这种女人,1
[吐][吐][吐][吐][吐][吐],1
 的百宝箱,0
新娘五官立体精致，嫁给我们中国好儿郎准没错[鼓掌],0
《他是不婚主义者》,0
嫁到非洲[捂脸],1
这导演什么居心，事实很多嫁过去的，生活过得惨不忍睹,1
注销中国护照没，，回来探亲可以，,1
不影响我挣三千块钱工资[捂脸],0
谢谢！,0
我信了，你没说错，但是，你没说是否主动约过黑白大汉,1
这个无耻的渣女,1
去到那里才知道什么情况[调皮],0
说得好说了一大堆 也没有说重点,0
活该不？,1
[泪奔][泪奔][泪奔][泪奔],0
 哈哈哈笑死我了[流泪],1
要是老黑退货，我愿意打光棍我都不会要,1
[奸笑]飞周真好，自由开放[捂脸],0
爱情就是爱爱。[捂脸]确实不会接受。叫中国的牛可以接盘,1
全网看清此人,1
还保留着完好吗[呲牙],1
你把等量的牛奶和咖啡搅和在一起也不白啊,1
你这么大[捂脸],1
这个洞太大了吧？,1
非洲果然网络卡，拍个视频都得用2网络,1
"本来是（）从非洲回来之后成（
）了[捂脸]",1
搞不懂女生为什么喜欢非洲人，回国后会被嫌弃的，好好想想吧,1
这女孩长的很广西,0
快一年没更新了吗,0
家里的装修都是中式风格[赞],0
一首歌送给这位女孩 中国人,1
真好[捂脸]。,0
她妈妈也真是个人才……,1
那么多黑帅哥，找了个最。。。,1
有些人……为了钱没什么不可以的[捂脸][捂脸]不然图什么[捂脸][捂脸],1
没多娶几个,1
希望你不要回来,1
很好很好很好啊,0
  现在不保护了[送心],1
活该自作自受,1
这个就是爱情啊，你们懂不懂啊?打是亲，骂是爱，他们爱的多轰轰烈烈[赞],1
放不了响屁了,1
喝醉了吧,0
只要你跟你老公回国，我们祝福你,1
这要在某些地方的：你为什么开门,1
在中国留学回去还那么日弄吗,1
没事，嫁鸡随鸡，嫁狗随狗，既然嫁过去了那就应该去和你老公建设他祖国就行，最好不要回来,1
串串[捂脸],1
网站有她拍的片[石化],1
 不错不错越来越有夫妻相了,0
  不笑你们还能看见我吗[灵机一动],1
她老祖宗的棺材板压不住了[捂脸],1
白瞎了，南京的大学,1
境外势力操弄拍的文化入侵,1
这个家庭还是可以的，有的你看着都心累,1
嫁出去就不要回来了，国籍也改了不要在回来,1
非洲是个非常贫穷的国家？,0
别报道了………………,1
只要孩子不是汉族就好,1
甜腻腻！[赞]真会说话[赞],0
生到这样的女儿，真是虐心，祖坟冒烟了,1
肯定是广东的,0
不是哥们她是真好看啊[流泪],0
可惜了可惜了,1
 跟我住,0
别回来啦，那边挺好,1
穷养男富养女，经典[捂脸][捂脸][捂脸][捂脸][捂脸][捂脸],0
痛并快乐着,1
幸福的家庭都是一模一样的[微笑],0
[比心][比心][比心][比心],0
[大笑]爱你的人谁在乎你过去,0
 希望我妈妈同意[暗中观察],0
 我靠我真的接受不了[尬笑]还是喜欢白白净净,1
 受不了了[尬笑]恐婚,1
尊重每一个不在中国的黑人,1
[捂脸][捂脸]评论区被美丽国的杀疯了。,1
 缘分,0
为啥不说是校方的事？山东大学,0
顶肺[捂脸],1
200磅才90公斤也不胖嘛,0
可以交往格局真大[赞][赞][赞][捂脸][捂脸][捂脸],0
败家子,1
不是我们狠心，可怜之人，必有可恨之处，不应该管她们，她父母话都不听，真是活该,1
生了5个[捂脸][赞][赞],1
骗骗我们就算了，别把自己也骗了,1
看得上亚裔的欧美佬只有黄热病患者,1
恶心[吐][吐][吐],1
雄不瘦,1
请你们不要多管闲事啊，你看他们爱的多幸福,1
回来吧 我有个朋友至今还没有找到另一半，他有低保拿 够养家糊口了[呲牙],0
好多垃圾桶,1
猪八戒大姨[捂脸],1
 你接受我不接受[看],1
[赞][赞][赞][赞][赞]嫁了好男人人[捂脸],0
湖南的女孩子加100分[看],0
嫁人了，就跟他去他的地方住,1
这才是嫁给了爱情 祝福[赞],0
听她吹牛,1
这种女人不该救,1
倒贴都没人要啊还不要彩礼。,1
等时间长了   两口子思想会改观,0
玩玩你没钱了就把你踹了,1
你说一下  为什么不接受,1
缘分[捂脸],0
你的 [右边]               [左边] 这么大了 万还怎么快乐起来？,1
为什么要选黑人？,1
[感谢]金女,1
    [惊恐],1
舒服[捂脸],0
活该，小时候幸福够了，长大了不知福,1
越来越有夫妻相了，真有福气，好好享福哈,0
幸不幸福关我吊事[捂脸][捂脸][捂脸],1
这是在抖音里看到的非洲最干净最富裕的家庭[赞],1
我只喜欢皮肤白的[暗中观察],0
 很哈哈哈哈哈,0
[鼓掌],0
让人打死没,1
      就是那个大姐[泣不成声],0
哎哟喂，好骄傲的样子。,0
酋长,0
小心有绑匪[捂脸],1
让他去演美人鱼，我没开玩笑[呆无辜],0
  要媳妇要要这种[捂脸][捂脸],0
蛮有夫妻相的，好好过，别回来[看],1
不作死便不会死,1
国内真的很多优质男？,0
 搞笑,0
双鱼座女人。。。。没人会信你说的吧。[捂脸],1
箭,0
要丢也不带去非洲丢 ，如果实在不行的话 把它卖去缅甸吧,1
赶快把她送到非洲去，别让她回来,1
这媳妇行！黑人全世界确实不好,1
可以说一个字吗？该！中国放不下你了？,1
中国的女孩们，小心，他们在骗你呀[皱眉][皱眉],1
这不是我要的结果,1
这样的视频不用再发了,1
 有啥好,1
华不留黑，中国之所以安定团结就是因为中国是一个多民族国家而不是一个多种族国家！为了子孙后代的安宁绝不能给他们留下种族矛盾和种族冲突的种子！,1
在抖音上看到嫁到非洲来最好的一个[感谢][感谢],0
你太优秀了,0
嫁给他嫁给他[呲牙],0
�死[看],1
成年人，，，得为自己行为买单,1
只要不带到中国，分手了别找中国男友你就是好女孩[抠鼻],1
黑教材真有你[呲牙],1
嫁到欧洲,1
不应该回情,1
非洲多好啊 [呲牙]回去吧,1
五个？？？？,1
这不比国内女权漂亮一百倍,0
肯定不要这样的女人,1
  好漂亮[色],0
新娘好美 [赞],0
带回你的家乡，谢谢了[泣不成声],1
估计当又鸟都没生意,1
医学系大学生不会英语学[尬笑][尬笑][尬笑]，什么弱智剧本,1
还不到流泪的时候,0
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈     ,0
女生很性感啊,0
该，白送倒贴都没人要,1
抖音为什么没有举报功能？！差评！[发怒][发怒][发怒],1
死都不要回来哈[捂脸]中国男人太穷要不起,1
你这么说，詹娜应该没那么受欢迎吧,0
一时爽 一辈子偿,1
听我编[看][看][看],0
如果是买来的 很容易跑�,1
不需同情，咎由自取，活该。,1
还有吗？给你妈留一个,1
 外国出发,0
口语应该是提高了[看],0
     我要笑死了,1
我要是不了解留学圈，我都差点就相信了[抠鼻]我留学3年你说的，圈子我敢保证最多是2%的可能是你那种圈子，其他百分之98说明白点老外就爱中国女生懂吗,0
自作自受[捂脸][捂脸],1
好光荣之家[赞][赞][赞],1
担心�,1
恶心，污染我中华民族。其心可诛。,1
这种女人如果成千上万，我们将来会怎样,1
他妈的，我想归队了,1
 麦出事了,1
欧美妆[赞],1
只要嫁出去，无所谓，不要留在国内就行了,1
开放就开放 还开朗,1
看不过去[捂脸],1
你能收多少好处？你的国籍还是中国吗？你这个账号问题非常大！,1
中国人怕掉进去,1
谁？？,0
这个好看[看],0
[衰],1
作者拍的都是中国那些晒黑虾头男打老婆的视频，非洲的老公是不会打老婆的[微笑],0
拿耻辱当荣耀[捂脸],1
后期只有我敢接手[爱慕],0
别回来求求了[流泪][流泪],1
不关心不想看见此信息。,1
对不起，我的疏忽,0
爱情不分肤色 国家分[舔屏],0
卍,0
挺好的啊肥了,1
不要推给我[捂脸]，这种视频我不想看到。,1
路是你们自己选择的，哭笑自己品,1
在国内 哈哈哈 互殴,0
可怜人,1
为什么我看的视频丝毫不觉得女生内敛呢？,1
自找的，活该,1
这样的才适合做变形金刚的女主嘛,0
不要回来就好，千万别把黑串带回来,1
我建议她只享受过程！千万别制作成品出来,1
所以啊不要恋爱。一定要睁开眼睛。否则你嫁错了人，就给自己等于挖了一个坟墓。嫁对了人就幸福一辈子。,1
人要善良，不善良就是穷的原因[泣不成声],1
恶心不恶心[奸笑],1
 关键时候你要帮我打仗,0
千万不要回来     就在他的家乡过你的幸福生活[赞][赞][赞][赞][赞][赞],1
好像伊巴卡,0
这就叫自讨苦吃,1
应该放一个大张伟唱的那个，你试试,0
中国女人有很多太不洁身自好！,1
户口迁过去没,1
什么样的找不到[捂脸],1
拉黑一手,1
她演小美人鱼我是同意的,0
后悔不急,1
跟我们有关系吗.真的是,0
自己选的路，跪着也要走完，不怨你，不怨我，有因就有果，自己扛着吧！,1
你别大多数了  你就说你吧[呲牙],0
不用同情她！,1
旗袍只有中国女性才能穿出它的美,0
这女子在她部落可能从来没享受过的待遇，恭喜他们,0
我要你家长，打死你,1
人生无常，小肠包大肠,1
本来就是，最简单的是本来中国男多女少，你还吃里扒外谁愿意接受你[呲牙],1
嫁到非洲,1
这样的女人活该 被打,1
突然想看她爸妈[捂脸],1
我见过的中非混血儿中最白的,0
[惊呆][惊呆][惊呆],0
毛毛虫[笑哭],1
黑户,1
立法，涉外婚姻必须取消中国国籍！！否则中华大地危险，必将引发[炸弹][炸弹]。,1
这男的在部落应该还有好几个老婆,1
真羡慕你，找了一个黑马王子，你家祖坟冒黑烟了[感谢][感谢][感谢]也如愿以偿的幸福婚姻,1
人家是不喜欢  但不妨碍你们往上,0
我宁愿单身,1
我喜欢[送心],0
自己真作死,1
开朗的确是没错，不错就身材而言至少我在几年 白人男生绝对会选你而不是200磅的[泪奔],0
别扯了,1
不说谁知道[捂脸],1
举报一波  不良引导,1
说的好，说的真好，[赞][赞][赞][赞][赞]，[赞],0
 周周不就是你吗？啥时嫁给非洲人了。,1
你咋不要求卫哥有车有房,1
看到没，非洲人基因有多强大,1
天堂有路你不走，地狱无门自来投。,1
����[泪奔],1
被辐射了吗？,1
人生就是追求刺激，国人给不了,1
坚持理想,0
这话说的真是给了脸了,1
这都是人家那边的风俗习惯，你选择了就的入乡随俗,0
看了两秒就不想往下看了，是喜欢看看吧,1
这种女真的是激死老豆找山拜。,1
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,0
嫁个男人就不幸福，别比较,1
买枪的正当理由[捂脸][捂脸][捂脸],1
打是亲，骂是爱，[赞],1
真厉害，外国打个架都是你死我活的[捂脸],1
只要不回来坑害同胞就行,1
从医学角度来讲， 黄种人的脑容量/平均智商为105，白人则只有100，黑人的则只有75。媚外女让自己的混血后代退化了2万年（黄白混血)-8万年(黄黑混血)。,1
嗷嗷叫媳妇[皱眉]…,0
关我们屁事[鼓掌][鼓掌][鼓掌],1
跟我有一分钱关系嘛！中国这么多男人都找不到媳妇,0
这样婆媳矛盾不就没有那么尖锐了么[流泪],0
这么不耐烦，换个颜色是不是要吵架了,1
以后等着哭吧！这,1
  恋爱脑倒霉一辈子[送心],1
串串,1
怎么瞧的上的[发呆],1
别发了行不？想吐的，他妈的,1
他们都没有说重点[捂脸][捂脸],0
我真的错了吗,0
完了，这是见过世面的,0
中国人也喜欢微胖的,0
活该，崇洋媚外，爱钱。,1
白富美，真的，瘦不一定，呦你可不要胡说八道,1
把她取回来有借有还,0
白人跑路的渣男一样多[捂脸],1
笑死我了,1
真的嘛，那些乱玩乱搞的男生，有人会在乎性格嘛？而且你也不瘦[捂脸],1
图个啥[抠鼻],1
打酱油去,0
